BRANCH,APPLICATION,USER,COMMIT_COUNT,COMMIT_DATE
master,rent,JP,2,04-03-2024 16:25
master,rent,NH115641,7,04-03-2024 16:25
master,rent,Scarbrough,1,04-03-2024 16:25
master,rent,Hari,3,04-03-2024 16:25
master,rental-management,Shantilata,8,31-01-2024 20:48
master,rental-management,Hari,4,31-01-2024 20:48
master,rental-management,Vihitha Karnatakam,1,31-01-2024 20:48
master,rental-management,Vinita Kumari Mandal,2,31-01-2024 20:48
master,rental-management,hz296742,2,31-01-2024 20:48
master,rental-management,NH114900,1,31-01-2024 20:48
master,rental-management,NH115141,1,31-01-2024 20:48
master,rental-management,NH115641,1,31-01-2024 20:48
master,rental-management,Tim Molnar,9,31-01-2024 20:48
master,rental-management,Soniya Rani,1,31-01-2024 20:48
master,rental-record-services,NH115641,12,22-03-2023 20:23
master,rental-record-services,Tim Molnar,4,22-03-2023 20:23
master,rental-record-services,Asap Admin,1,22-03-2023 20:23
master,rental-record-services,Blake Dunn,11,22-03-2023 20:23
master,rental-record-services,asapadmin,2,22-03-2023 20:23
master,rental-record-services-domain,Tim Molnar,5,13-04-2017 22:43
master,rental-record-services-domain,NH115641,3,13-04-2017 22:43
master,rental-record-services-domain,Asap Admin,1,13-04-2017 22:43
master,rental-record-services-domain,Blake Dunn,5,13-04-2017 22:43
master,rental-record-services-domain,asapadmin,15,13-04-2017 22:43
master,rental-record-services-domain,Manoj Panda,1,13-04-2017 22:43
master,res-rental-research,NH115641,15,03-05-2023 20:10
master,res-rental-research,Lisa Scarbrough,1,03-05-2023 20:10
master,res-rental-research,Tim Molnar,2,03-05-2023 20:10
master,res-rental-research,Kumarikeerti B Hulagola,4,03-05-2023 20:10
master,res-rental-research,Hulagola Kumarikeerti  (NH),1,03-05-2023 20:10
master,res-rental-research,Asap Admin,1,03-05-2023 20:10
master,res-rental-research,Hari,2,03-05-2023 20:10
master,res-rental-research,Blake Dunn,4,03-05-2023 20:10
master,reservation-processing,NH115641,14,28-07-2023 15:40
master,reservation-processing,Tim Molnar,3,28-07-2023 15:40
master,reservation-processing,N Harikrishna  (NH),1,28-07-2023 15:40
master,reservation-processing,Nikhil,2,28-07-2023 15:40
master,reservation-processing,Ayuthu Sudheer,6,28-07-2023 15:40
master,reservation-processing,Dasapathri Anusha,4,28-07-2023 15:40
master,return,Tim Molnar,13,07-02-2024 20:14
master,return,Vinita Kumari Mandal,1,07-02-2024 20:14
master,return,hz296742,1,07-02-2024 20:14
master,return,JP,3,07-02-2024 20:14
master,return,NH114900,1,07-02-2024 20:14
master,return,Shantilata,5,07-02-2024 20:14
master,return,Vihitha Karnatakam,1,07-02-2024 20:14
master,return,Hari,1,07-02-2024 20:14
master,return,NH115641,2,07-02-2024 20:14
master,return,Scarbrough,1,07-02-2024 20:14
master,return,Soniya Rani,1,07-02-2024 20:14
master,security-authentication,NH115641,15,02-05-2023 23:05
master,security-authentication,Tim Molnar,5,02-05-2023 23:05
master,security-authentication,Vinita Kumari Mandal,2,02-05-2023 23:05
master,security-authentication,N Harikrishna  (NH),1,02-05-2023 23:05
master,security-authentication,Asap Admin,1,02-05-2023 23:05
master,security-authentication,Hari,2,02-05-2023 23:05
master,security-authentication,Kumarikeerti B Hulagola,1,02-05-2023 23:05
master,security-authentication,Blake Dunn,3,02-05-2023 23:05
master,selected-res-manifest,NH115641,12,03-03-2023 20:04
master,selected-res-manifest,Hari,3,03-03-2023 20:04
master,selected-res-manifest,Tim Molnar,1,03-03-2023 20:04
master,selected-res-manifest,Nikhil,1,03-03-2023 20:04
master,selected-res-manifest,Annapurna Chitturi  (NH),1,03-03-2023 20:04
master,selected-res-manifest,Asap Admin,1,03-03-2023 20:04
master,selected-res-manifest,Kumarikeerti B Hulagola,1,03-03-2023 20:04
master,selected-res-manifest,Blake Dunn,7,03-03-2023 20:04
master,selected-res-manifest,asapadmin,2,03-03-2023 20:04
master,selected-res-manifest,Rodrigo Martinez,1,03-03-2023 20:04
master,signature-capture,NH115641,13,03-03-2023 13:56
master,signature-capture,Tim Molnar,1,03-03-2023 13:56
master,signature-capture,Annapurna Chitturi  (NH),1,03-03-2023 13:56
master,signature-capture,Asap Admin,1,03-03-2023 13:56
master,signature-capture,Blake Dunn,12,03-03-2023 13:56
master,signature-capture,asapadmin,2,03-03-2023 13:56
master,update-optional-services,hz296742,14,30-08-2023 18:47
master,update-optional-services,NH115641,9,30-08-2023 18:47
master,update-optional-services,Soniya Rani,1,30-08-2023 18:47
master,update-optional-services,JP,3,30-08-2023 18:47
master,update-optional-services,Shantilata,1,30-08-2023 18:47
master,update-optional-services,Patil Mahesh  (NH),1,30-08-2023 18:47
master,update-optional-services,Hari,1,30-08-2023 18:47
master,upsell,NH115641,5,21-05-2019 22:04
master,upsell,Asap Admin,1,21-05-2019 22:04
master,upsell,Blake Dunn,10,21-05-2019 22:04
master,upsell,asapadmin,14,21-05-2019 22:04
master,urgent-messages,NH115641,4,04-10-2017 21:51
master,urgent-messages,Asap Admin,1,04-10-2017 21:51
master,urgent-messages,Blake Dunn,1,04-10-2017 21:51
master,urgent-messages,asapadmin,23,04-10-2017 21:51
master,urgent-messages, Michael Adigun,1,04-10-2017 21:51
master,vehicle-exchange,hz296742,9,08-11-2023 18:07
master,vehicle-exchange,Shantilata,3,08-11-2023 18:07
master,vehicle-exchange,NH115641,2,08-11-2023 18:07
master,vehicle-exchange,Sabana,3,08-11-2023 18:07
master,vehicle-exchange,Sabana Khatun,3,08-11-2023 18:07
master,vehicle-exchange,Hari,4,08-11-2023 18:07
master,vehicle-exchange,Sourav Roy,2,08-11-2023 18:07
master,vehicle-exchange,Tim Molnar,2,08-11-2023 18:07
master,vehicle-exchange,Vinita Kumari Mandal,2,08-11-2023 18:07
master,void-ra,NH115641,16,02-05-2023 23:24
master,void-ra,Tim Molnar,4,02-05-2023 23:24
master,void-ra,Hari,1,02-05-2023 23:24
master,void-ra,Vinita Kumari Mandal,1,02-05-2023 23:24
master,void-ra,Nikhil,1,02-05-2023 23:24
master,void-ra,Annapurna Chitturi  (NH),1,02-05-2023 23:24
master,void-ra,Asap Admin,1,02-05-2023 23:24
master,void-ra,Kumarikeerti B Hulagola,1,02-05-2023 23:24
master,void-ra,Blake Dunn,4,02-05-2023 23:24
